Battle_ID,P1_Team,P2_Team,P1_Brought,P2_Brought
gen9championsvgc2026regma-2589915507,"Sableye,Scovillain,Basculegion,Gardevoir,Archaludon,Sneasler","Oranguru,Sylveon,Garchomp,Pelipper,Archaludon,Basculegion","Basculegion,Sableye,Archaludon,Gardevoir","Basculegion,Oranguru,Archaludon,Sylveon"
gen9championsvgc2026regma-2589916780,"Chandelure,Azumarill,Farigiraf,Whimsicott,Maushold,Armarouge","Floette-Eternal,Talonflame,Politoed,Archaludon,Sinistcha,Kingambit","Azumarill,Chandelure,Whimsicott,Armarouge","Floette-Eternal,Talonflame,Politoed"
gen9championsvgc2026regma-2589914246,"Blastoise,Aerodactyl,Pelipper,Incineroar,Basculegion,Garchomp","Drampa,Sinistcha,Espathra,Pelipper,Scizor,Basculegion","Blastoise,Basculegion,Aerodactyl,Pelipper","Basculegion,Espathra,Drampa,Pelipper"
gen9championsvgc2026regma-2589914944,"Kangaskhan,Milotic,Jolteon,Incineroar,Gengar,Sinistcha","Kommo-o,Sinistcha,Sneasler,Incineroar,Froslass,Rotom-Frost","Sinistcha,Milotic,Incineroar,Kangaskhan","Rotom-Frost,Kommo-o,Froslass,Incineroar"
gen9championsvgc2026regma-2589916052,"Pinsir,Pelipper,Archaludon,Weavile,Sinistcha,Basculegion","Politoed,Scizor,Sneasler,Empoleon,Kingambit,Garchomp","Weavile,Pinsir","Sneasler,Scizor,Politoed"
gen9championsvgc2026regma-2589915583,"Kangaskhan,Aerodactyl,Kingambit,Blastoise,Farigiraf,Sinistcha","Heracross,Aerodactyl,Archaludon,Garchomp,Incineroar,Politoed","Blastoise,Farigiraf,Kingambit","Aerodactyl,Heracross"
gen9championsvgc2026regma-2589914927,"Incineroar,Sneasler,Tyranitar,Sinistcha,Charizard,Milotic","Aerodactyl,Pelipper,Basculegion,Scovillain,Sneasler,Archaludon","Charizard,Sneasler,Sinistcha,Tyranitar","Scovillain,Sneasler,Basculegion,Pelipper"
gen9championsvgc2026regma-2589913003,"Heliolisk,Chimecho,Sneasler,Garchomp,Kingambit,Floette-Eternal","Incineroar,Sinistcha,Aggron,Glimmora,Kommo-o,Rotom-Wash","Sneasler,Kingambit,Chimecho,Garchomp","Aggron,Rotom-Wash,Sinistcha,Incineroar"
gen9championsvgc2026regma-2589912059,"Sinistcha,Feraligatr,Pelipper,Incineroar,Farigiraf,Tinkaton","Tyranitar,Sinistcha,Incineroar,Excadrill,Kommo-o,Corviknight","Feraligatr,Pelipper,Incineroar,Tinkaton","Corviknight,Excadrill,Incineroar,Tyranitar"
gen9championsvgc2026regma-2589913364,"Delphox,Sinistcha,Garchomp,Corviknight,Milotic,Sneasler","Blastoise,Pelipper,Espathra,Archaludon,Basculegion,Maushold","Sneasler,Corviknight,Garchomp","Maushold,Pelipper,Blastoise,Espathra"
gen9championsvgc2026regma-2589912021,"Dragonite,Sneasler,Incineroar,Sinistcha,Rotom-Wash,Kingambit","Meowstic,Arcanine-Hisui,Gallade,Talonflame,Alakazam,Ninetales-Alola","Kingambit,Rotom-Wash,Sinistcha,Incineroar","Meowstic,Gallade,Alakazam"
gen9championsvgc2026regma-2589911738,"Slowbro,Sinistcha,Tyranitar,Basculegion,Kingambit,Excadrill","Aerodactyl,Delphox,Meowstic,Garchomp,Milotic,Sinistcha","Basculegion,Kingambit,Sinistcha,Slowbro","Meowstic,Milotic,Sinistcha,Garchomp"
gen9championsvgc2026regma-2589926033,"Mimikyu,Mudsdale,Incineroar,Primarina,Drampa,Torkoal","Camerupt,Cofagrigus,Golurk,Drampa,Greninja,Oranguru","Drampa,Mimikyu,Incineroar,Primarina","Golurk,Oranguru,Camerupt"
gen9championsvgc2026regma-2589925234,"Charizard,Floette-Eternal,Aerodactyl,Garchomp,Sneasler,Kingambit","Talonflame,Basculegion,Excadrill,Dragonite,Machamp,Froslass","Charizard,Sneasler,Kingambit,Garchomp","Basculegion,Excadrill,Talonflame,Dragonite"
gen9championsvgc2026regma-2589924682,"Excadrill,Gardevoir,Incineroar,Rotom-Wash,Sinistcha,Tyranitar","Froslass,Sneasler,Sinistcha,Kingambit,Basculegion,Incineroar","Excadrill,Incineroar,Tyranitar","Basculegion,Sneasler,Sinistcha,Froslass"
gen9championsvgc2026regma-2589926237,"Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Farigiraf,Chandelure,Sneasler,Crabominable,Slowking-Galar,Rotom-Wash","Gallade,Whimsicott","Farigiraf,Chandelure"
gen9championsvgc2026regma-2589925023,"Feraligatr,Aggron,Alakazam,Whimsicott,Pelipper,Tyranitar","Gengar,Garchomp,Farigiraf,Milotic,Whimsicott,Incineroar","Aggron,Whimsicott,Tyranitar,Alakazam","Whimsicott,Incineroar,Garchomp,Gengar"
gen9championsvgc2026regma-2589924808,"Pelipper,Basculegion,Sinistcha,Archaludon,Sneasler,Dragonite","Ampharos,Gourgeist-Super,Gardevoir,Torkoal,Oranguru,Farigiraf","Sneasler,Archaludon,Sinistcha,Pelipper","Oranguru,Gourgeist-Super,Gardevoir,Ampharos"
gen9championsvgc2026regma-2589923282,"Farigiraf,Blastoise,Kingambit,Whimsicott,Incineroar,Golurk","Alakazam,Crabominable,Kingambit,Incineroar,Trevenant,Milotic","Blastoise,Farigiraf,Kingambit,Golurk","Crabominable,Kingambit,Trevenant,Alakazam"
gen9championsvgc2026regma-2589924138,"Rotom-Wash,Appletun,Infernape,Lucario,Hydreigon,Beedrill","Kommo-o,Scizor,Milotic,Aerodactyl,Tyranitar,Sableye","Lucario,Infernape,Hydreigon,Appletun","Aerodactyl,Sableye,Kommo-o,Milotic"
gen9championsvgc2026regma-2589899841,"Whimsicott,Chesnaught,Gourgeist-Super,Abomasnow,Tsareena,Scovillain","Glimmora,Whimsicott,Basculegion,Sneasler,Froslass,Incineroar","Tsareena,Abomasnow,Gourgeist-Super,Chesnaught","Sneasler,Glimmora,Froslass,Incineroar"
gen9championsvgc2026regma-2589924147,"Vaporeon,Scovillain,Kingambit,Basculegion,Milotic,Raichu","Charizard,Venusaur,Garchomp,Incineroar,Gardevoir,Milotic","Scovillain,Basculegion,Milotic,Raichu","Charizard,Venusaur,Milotic,Gardevoir"
gen9championsvgc2026regma-2589924569,"Ceruledge,Absol,Farigiraf,Lopunny,Feraligatr,Tinkaton","Blastoise,Basculegion,Sinistcha,Pelipper,Whimsicott,Araquanid","Feraligatr,Farigiraf,Lopunny,Tinkaton","Blastoise,Sinistcha,Araquanid"
gen9championsvgc2026regma-2589924113,"Froslass,Sneasler,Kingambit,Typhlosion-Hisui,Aerodactyl,Sinistcha","Alakazam,Meowstic,Armarouge,Quaquaval,Kingambit,Clefable","Aerodactyl,Sneasler,Froslass","Meowstic,Clefable,Quaquaval,Armarouge"
gen9championsvgc2026regma-2589924040,"Charizard,Scizor,Milotic,Incineroar,Sneasler,Sinistcha","Aerodactyl,Sneasler,Garchomp,Kingambit,Floette-Eternal,Charizard","Charizard,Sneasler,Milotic,Incineroar","Aerodactyl,Charizard,Kingambit,Garchomp"
gen9championsvgc2026regma-2589922710,"Camerupt,Cofagrigus,Golurk,Drampa,Greninja,Oranguru","Charizard,Heliolisk,Golurk,Whimsicott,Empoleon,Farigiraf","Drampa,Oranguru,Camerupt","Heliolisk,Charizard,Empoleon,Whimsicott"
gen9championsvgc2026regma-2589922158,"Palafin,Garchomp,Gardevoir,Rotom-Mow,Corviknight,Aerodactyl","Espathra,Clefable,Floette-Eternal,Ninetales-Alola,Sinistcha,Incineroar","Aerodactyl,Corviknight,Palafin,Gardevoir,Palafin","Floette-Eternal,Sinistcha,Ninetales-Alola,Espathra"
gen9championsvgc2026regma-2589924192,"Sinistcha,Charizard,Rotom-Wash,Maushold,Noivern,Kangaskhan","Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Noivern,Charizard,Rotom-Wash,Kangaskhan","Gallade,Whimsicott,Incineroar,Aegislash"
gen9championsvgc2026regma-2589920581,"Azumarill,Incineroar,Meganium,Sinistcha,Sneasler,Rotom-Heat","Archaludon,Pelipper,Excadrill,Basculegion,Raichu,Greninja","Rotom-Heat,Sneasler,Meganium,Sinistcha","Basculegion,Archaludon,Greninja,Pelipper"
gen9championsvgc2026regma-2589915654,"Azumarill,Incineroar,Meganium,Sinistcha,Sneasler,Rotom-Heat","Archaludon,Pelipper,Excadrill,Basculegion,Raichu,Greninja","Sneasler,Rotom-Heat,Sinistcha,Azumarill","Basculegion,Archaludon,Excadrill,Pelipper"
gen9championsvgc2026regma-2589912240,"Azumarill,Incineroar,Meganium,Sinistcha,Sneasler,Rotom-Heat","Archaludon,Pelipper,Excadrill,Basculegion,Raichu,Greninja","Sneasler,Rotom-Heat,Meganium,Sinistcha","Archaludon,Greninja,Raichu,Pelipper"
gen9championsvgc2026regma-2589921290,"Incineroar,Sinistcha,Palafin,Skarmory,Sneasler,Primarina","Floette-Eternal,Incineroar,Aerodactyl,Typhlosion-Hisui,Raichu-Alola,Garchomp","Sneasler,Sinistcha,Incineroar,Primarina","Aerodactyl,Floette-Eternal,Typhlosion-Hisui,Raichu-Alola"
gen9championsvgc2026regma-2589922153,"Aerodactyl,Sneasler,Garchomp,Kingambit,Floette-Eternal,Charizard","Scizor,Lopunny,Pelipper,Sinistcha,Incineroar,Archaludon","Aerodactyl,Charizard,Sneasler,Garchomp","Lopunny,Archaludon,Sinistcha,Pelipper"
gen9championsvgc2026regma-2589920769,"Froslass,Sneasler,Kingambit,Typhlosion-Hisui,Aerodactyl,Sinistcha","Charizard,Venusaur,Garchomp,Incineroar,Gardevoir,Milotic","Aerodactyl,Sneasler,Sinistcha,Froslass","Charizard,Milotic,Gardevoir"
gen9championsvgc2026regma-2589920942,"Gardevoir,Sinistcha,Talonflame,Milotic,Aegislash,Krookodile","Jolteon,Garchomp,Aegislash,Aerodactyl,Floette-Eternal,Kangaskhan","Gardevoir,Milotic,Sinistcha,Krookodile","Aerodactyl,Aegislash,Floette-Eternal,Jolteon"
gen9championsvgc2026regma-2589921733,"Kingambit,Garchomp,Sneasler,Floette-Eternal,Froslass,Incineroar","Aggron,Talonflame,Tyranitar,Sinistcha,Farigiraf,Volcarona","Sneasler,Kingambit,Froslass,Garchomp","Farigiraf,Volcarona,Talonflame"
gen9championsvgc2026regma-2589920759,"Chandelure,Torkoal,Kingambit,Venusaur,Whimsicott,Rotom-Wash","Sneasler,Hatterene,Golurk,Incineroar,Torkoal,Mr. Rime","Kingambit,Rotom-Wash,Chandelure","Torkoal,Sneasler,Hatterene,Golurk"
gen9championsvgc2026regma-2589918625,"Aggron,Archaludon,Sneasler,Whimsicott,Chandelure,Incineroar","Heracross,Aerodactyl,Archaludon,Garchomp,Incineroar,Politoed","Aggron,Archaludon,Whimsicott,Sneasler","Aerodactyl,Incineroar,Politoed,Heracross"
gen9championsvgc2026regma-2589919577,"Scovillain,Sneasler,Kingambit,Pelipper,Archaludon,Dragonite","Charizard,Heliolisk,Golurk,Whimsicott,Empoleon,Farigiraf","Scovillain,Archaludon,Kingambit,Pelipper","Heliolisk,Charizard,Empoleon,Whimsicott"
gen9championsvgc2026regma-2589918047,"Hawlucha,Excadrill,Tyranitar,Sinistcha,Gardevoir,Volcarona","Charizard,Whimsicott,Sneasler,Garchomp,Kingambit,Farigiraf","Hawlucha,Volcarona,Gardevoir,Tyranitar","Charizard,Whimsicott,Garchomp,Sneasler"
gen9championsvgc2026regma-2589931662,"Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Pelipper,Crabominable,Basculegion,Incineroar,Sinistcha,Archaludon","Aegislash,Whimsicott","Sinistcha,Crabominable"
gen9championsvgc2026regma-2589930739,"Espathra,Clefable,Floette-Eternal,Ninetales-Alola,Sinistcha,Incineroar","Orthworm,Garchomp,Froslass,Incineroar,Basculegion,Rotom-Frost","Espathra,Clefable,Floette-Eternal,Ninetales-Alola","Froslass,Orthworm,Rotom-Frost,Incineroar"
gen9championsvgc2026regma-2589929870,"Primarina,Tyranitar,Kommo-o,Gengar,Sinistcha,Incineroar","Charizard,Venusaur,Garchomp,Incineroar,Gardevoir,Milotic","Gengar,Kommo-o,Sinistcha,Primarina","Garchomp,Gardevoir,Charizard,Milotic"
gen9championsvgc2026regma-2589930160,"Alakazam,Meowstic,Armarouge,Quaquaval,Kingambit,Clefable","Gengar,Floette-Eternal,Incineroar,Sinistcha,Kingambit,Rotom-Wash","Alakazam,Clefable,Meowstic,Quaquaval","Floette-Eternal,Sinistcha,Kingambit,Rotom-Wash"
gen9championsvgc2026regma-2589930312,"Charizard,Kingambit,Incineroar,Aerodactyl,Floette-Eternal,Sneasler","Gardevoir,Incineroar,Dragonite,Sableye,Basculegion,Scizor","Incineroar,Charizard,Aerodactyl,Kingambit","Dragonite,Basculegion,Sableye,Scizor"
gen9championsvgc2026regma-2589930561,"Serperior,Sableye,Volcarona,Aerodactyl,Aegislash,Froslass","Skarmory,Pelipper,Kleavor,Tauros-Paldea-Blaze,Whimsicott,Avalugg","Volcarona,Sableye,Froslass,Aerodactyl","Tauros-Paldea-Blaze,Whimsicott,Kleavor"
gen9championsvgc2026regma-2589930838,"Floette-Eternal,Garchomp,Maushold,Talonflame,Rotom-Wash,Aegislash","Talonflame,Floette-Eternal,Garchomp,Basculegion,Sneasler,Farigiraf","Talonflame,Aegislash,Rotom-Wash","Talonflame,Sneasler,Basculegion,Floette-Eternal"
gen9championsvgc2026regma-2589928566,"Charizard,Incineroar,Venusaur,Sneasler,Rotom-Wash,Garchomp","Kommo-o,Scizor,Milotic,Aerodactyl,Tyranitar,Sableye","Charizard,Garchomp,Venusaur,Rotom-Wash","Aerodactyl,Kommo-o,Sableye,Tyranitar"
gen9championsvgc2026regma-2589929145,"Milotic,Aerodactyl,Delphox,Garchomp,Sneasler,Floette-Eternal","Mimikyu,Mudsdale,Incineroar,Primarina,Drampa,Torkoal","Aerodactyl,Milotic,Floette-Eternal","Mimikyu,Primarina,Torkoal,Drampa,Mimikyu"
gen9championsvgc2026regma-2589930424,"Ariados,Farigiraf,Crabominable,Incineroar,Aegislash,Drampa","Dragonite,Politoed,Archaludon,Incineroar,Sinistcha,Basculegion","Crabominable,Farigiraf,Aegislash,Ariados","Dragonite,Politoed,Archaludon"
gen9championsvgc2026regma-2589928052,"Incineroar,Gardevoir,Torkoal,Farigiraf,Conkeldurr,Sneasler","Tyranitar,Sinistcha,Incineroar,Excadrill,Kommo-o,Corviknight","Sneasler,Torkoal,Farigiraf","Sinistcha,Tyranitar,Corviknight"
gen9championsvgc2026regma-2589926751,"Floette-Eternal,Sneasler,Basculegion,Incineroar,Aerodactyl,Sableye","Excadrill,Whimsicott,Chandelure,Zoroark-Hisui,Basculegion,Hydreigon","Sneasler,Floette-Eternal,Sableye,Floette,Incineroar","Excadrill,Basculegion,Hydreigon,Whimsicott"
gen9championsvgc2026regma-2589927310,"Charizard,Tyranitar,Milotic,Incineroar,Sinistcha,Sneasler","Charizard,Garchomp,Venusaur,Incineroar,Aerodactyl,Gallade","Charizard,Sneasler,Milotic,Sinistcha","Charizard,Venusaur,Incineroar,Gallade"
gen9championsvgc2026regma-2589926471,"Charizard,Incineroar,Venusaur,Garchomp,Typhlosion-Hisui,Milotic","Aegislash,Meganium,Incineroar,Basculegion,Pelipper,Archaludon","Charizard,Milotic,Typhlosion-Hisui,Venusaur","Meganium,Basculegion,Pelipper,Archaludon"
gen9championsvgc2026regma-2589925480,"Aerodactyl,Incineroar,Kangaskhan,Lycanroc-Dusk,Sinistcha,Primarina","Starmie,Decidueye-Hisui,Ninetales-Alola,Pelipper,Archaludon,Talonflame","Kangaskhan,Aerodactyl,Sinistcha,Incineroar","Starmie,Pelipper,Archaludon,Decidueye-Hisui"
gen9championsvgc2026regma-2589928403,"Aerodactyl,Meganium,Aggron,Tauros-Paldea-Aqua,Politoed,Noivern","Alakazam,Pelipper,Sneasler,Sinistcha,Incineroar,Snorlax","Aerodactyl,Noivern,Tauros-Paldea-Aqua,Aggron","Alakazam,Sinistcha,Snorlax"
gen9championsvgc2026regma-2589926974,"Espathra,Clefable,Floette-Eternal,Ninetales-Alola,Sinistcha,Incineroar","Charizard,Venusaur,Castform,Whimsicott,Arcanine,Leafeon","Incineroar,Espathra,Clefable,Floette-Eternal","Charizard,Arcanine,Venusaur,Whimsicott"
gen9championsvgc2026regma-2589926326,"Pelipper,Archaludon,Basculegion,Dragonite,Sneasler,Sinistcha","Tyranitar,Excadrill,Dragapult,Sneasler,Sinistcha,Delphox","Dragonite,Sneasler,Basculegion,Pelipper","Dragapult,Tyranitar,Delphox,Excadrill"
gen9championsvgc2026regma-2589927900,"Gallade,Blastoise,Sinistcha,Aerodactyl,Floette-Eternal,Incineroar","Ariados,Farigiraf,Crabominable,Incineroar,Aegislash,Drampa","Sinistcha,Aerodactyl,Blastoise,Gallade","Drampa,Aegislash,Ariados,Farigiraf"
gen9championsvgc2026regma-2589927094,"Charizard,Venusaur,Garchomp,Incineroar,Gardevoir,Milotic","Corviknight,Kingambit,Farigiraf,Garchomp,Hatterene,Tyranitar","Charizard,Garchomp,Venusaur,Milotic","Kingambit,Hatterene,Tyranitar,Farigiraf"
gen9championsvgc2026regma-2589927420,"Garchomp,Tyranitar,Corviknight,Sinistcha,Milotic,Sneasler","Wyrdeer,Milotic,Sneasler,Meganium,Maushold,Vanilluxe","Garchomp,Sneasler,Corviknight,Tyranitar","Vanilluxe,Milotic,Wyrdeer"
gen9championsvgc2026regma-2589927274,"Scizor,Aerodactyl,Incineroar,Milotic,Politoed,Archaludon","Floette-Eternal,Sinistcha,Garchomp,Delphox,Maushold,Basculegion","Politoed,Aerodactyl,Archaludon,Scizor","Sinistcha,Basculegion,Maushold,Floette-Eternal"
gen9championsvgc2026regma-2589953951,"Floette-Eternal,Aerodactyl,Incineroar,Sneasler,Basculegion,Garchomp","Crabominable,Slowking-Galar,Bastiodon,Hydrapple,Incineroar,Clawitzer","Sneasler,Floette,Incineroar,Floette-Eternal,Garchomp","Slowking-Galar,Clawitzer,Crabominable,Incineroar"
gen9championsvgc2026regma-2589955326,"Crabominable,Oranguru,Emboar,Torkoal,Kingambit,Ditto","Kingambit,Sinistcha,Talonflame,Sneasler,Starmie,Gardevoir","Oranguru,Torkoal,Emboar","Starmie,Sneasler,Talonflame,Kingambit"
gen9championsvgc2026regma-2589953101,"Sableye,Scovillain,Basculegion,Archaludon,Sneasler,Floette-Eternal","Delphox,Sinistcha,Rotom-Wash,Tyranitar,Excadrill,Basculegion","Archaludon,Floette-Eternal,Basculegion,Sableye","Sinistcha,Excadrill,Delphox,Tyranitar"
gen9championsvgc2026regma-2589954516,"Pidgeot,Krookodile,Rotom-Wash,Volcarona,Goodra-Hisui,Sylveon","Snorlax,Sinistcha,Torkoal,Crabominable,Weavile,Steelix","Pidgeot,Goodra-Hisui,Volcarona,Sylveon","Snorlax,Sinistcha,Crabominable,Weavile"
gen9championsvgc2026regma-2589953044,"Sneasler,Kingambit,Basculegion,Froslass,Milotic,Dragonite","Zoroark-Hisui,Froslass,Rotom-Frost,Garchomp,Sneasler,Whimsicott","Froslass,Milotic,Dragonite,Basculegion","Froslass,Sneasler,Whimsicott"
gen9championsvgc2026regma-2589953613,"Froslass,Jolteon,Sneasler,Arcanine-Hisui,Garchomp,Hydreigon","Gardevoir,Sinistcha,Talonflame,Milotic,Aegislash,Krookodile","Garchomp,Froslass,Hydreigon,Jolteon","Sinistcha,Gardevoir,Krookodile,Milotic"
gen9championsvgc2026regma-2589953757,"Snorlax,Floette-Eternal,Pelipper,Archaludon,Incineroar,Hawlucha","Incineroar,Talonflame,Dragonite,Sneasler,Basculegion,Gardevoir","Floette-Eternal,Hawlucha,Archaludon,Pelipper","Gardevoir,Sneasler,Dragonite"
gen9championsvgc2026regma-2589952089,"Froslass,Sneasler,Incineroar,Sinistcha,Rotom-Wash,Kingambit","Charizard,Scizor,Milotic,Incineroar,Sneasler,Sinistcha","Sinistcha,Rotom-Wash,Kingambit,Incineroar","Incineroar,Sneasler,Sinistcha,Charizard"
gen9championsvgc2026regma-2589954385,"Lucario,Dragonite,Archaludon,Sinistcha,Basculegion,Pelipper","Chandelure,Torkoal,Kingambit,Venusaur,Whimsicott,Rotom-Wash","Archaludon,Dragonite,Basculegion,Pelipper","Torkoal,Kingambit,Chandelure"
gen9championsvgc2026regma-2589955559,"Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Blastoise,Pelipper,Sinistcha,Sneasler,Garchomp,Kingambit","Incineroar,Gallade,Aegislash,Whimsicott","Sneasler,Sinistcha,Blastoise,Pelipper"
gen9championsvgc2026regma-2589950979,"Excadrill,Gardevoir,Incineroar,Rotom-Wash,Sinistcha,Tyranitar","Venusaur,Tyranitar,Sinistcha,Incineroar,Sneasler,Basculegion","Excadrill,Gardevoir,Sinistcha,Tyranitar","Incineroar,Sneasler,Basculegion,Venusaur"
gen9championsvgc2026regma-2589953250,"Starmie,Sneasler,Sinistcha,Kingambit,Dragonite,Pelipper","Gengar,Archaludon,Pelipper,Maushold,Sinistcha,Incineroar","Starmie,Dragonite,Kingambit,Pelipper","Archaludon,Sinistcha,Pelipper"
gen9championsvgc2026regma-2589951578,"Excadrill,Tyranitar,Rotom-Wash,Incineroar,Floette-Eternal,Sinistcha","Pelipper,Basculegion,Sinistcha,Archaludon,Sneasler,Dragonite","Floette-Eternal,Rotom-Wash,Sinistcha,Incineroar","Sneasler,Sinistcha,Basculegion,Pelipper"
gen9championsvgc2026regma-2589953748,"Charizard,Venusaur,Pelipper,Sinistcha,Torkoal,Incineroar","Victreebel,Garchomp,Aerodactyl,Kingambit,Pelipper,Sneasler","Incineroar,Torkoal,Charizard,Pelipper","Garchomp,Sneasler,Victreebel,Pelipper"
gen9championsvgc2026regma-2589952532,"Chesnaught,Sableye,Tyranitar,Farigiraf,Empoleon,Scizor","Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Empoleon,Tyranitar,Farigiraf","Gallade,Aegislash,Whimsicott"
gen9championsvgc2026regma-2589952695,"Altaria,Ninetales-Alola,Sneasler,Farigiraf,Kingambit,Kangaskhan","Glalie,Froslass,Sableye,Abomasnow,Hydreigon,Aegislash","Kangaskhan,Altaria,Sneasler,Ninetales-Alola","Froslass,Sableye,Aegislash"
gen9championsvgc2026regma-2589952123,"Charizard,Venusaur,Garchomp,Gardevoir,Milotic,Incineroar","Beartic,Froslass,Tsareena,Sneasler,Incineroar,Milotic","Incineroar,Milotic,Venusaur,Charizard","Incineroar,Froslass,Sneasler,Beartic"
gen9championsvgc2026regma-2589951162,"Archaludon,Gardevoir,Sinistcha,Pelipper,Sneasler,Basculegion","Aerodactyl,Sneasler,Floette-Eternal,Whimsicott,Farigiraf,Incineroar","Gardevoir,Sneasler,Sinistcha,Basculegion","Incineroar,Floette-Eternal,Sneasler,Farigiraf"
gen9championsvgc2026regma-2589951934,"Floette-Eternal,Garchomp,Aegislash,Rotom-Wash,Aerodactyl,Incineroar","Hawlucha,Maushold,Garganacl,Sableye,Politoed,Gengar","Garchomp,Floette-Eternal,Rotom-Wash,Aegislash","Maushold,Sableye,Gengar,Politoed"
gen9championsvgc2026regma-2589950478,"Basculegion,Charizard,Kingambit,Sneasler,Venusaur,Talonflame","Tyranitar,Excadrill,Aerodactyl,Rotom-Wash,Sinistcha,Incineroar","Talonflame,Sneasler,Basculegion","Excadrill,Rotom-Wash,Aerodactyl,Tyranitar"
gen9championsvgc2026regma-2589948914,"Sableye,Blastoise,Incineroar,Dragonite,Volcarona,Sinistcha","Froslass,Orthworm,Garchomp,Basculegion,Rotom-Frost,Incineroar","Incineroar,Blastoise,Sinistcha,Volcarona","Incineroar,Froslass,Orthworm,Basculegion"
gen9championsvgc2026regma-2589950690,"Scovillain,Milotic,Sinistcha,Tyranitar,Gyarados,Excadrill","Goodra-Hisui,Charizard,Venusaur,Ariados,Basculegion,Aerodactyl","Scovillain,Milotic,Gyarados,Tyranitar","Venusaur,Goodra-Hisui,Aerodactyl,Charizard"
gen9championsvgc2026regma-2589947247,"Gengar,Whimsicott,Sneasler,Aerodactyl,Incineroar,Rotom-Wash","Farigiraf,Incineroar,Torkoal,Golurk,Sneasler,Alakazam","Incineroar,Rotom-Wash,Gengar,Aerodactyl","Incineroar,Torkoal,Golurk,Farigiraf"
gen9championsvgc2026regma-2589950918,"Victreebel,Garchomp,Aerodactyl,Kingambit,Pelipper,Sneasler","Primarina,Scovillain,Aerodactyl,Incineroar,Aegislash,Garchomp","Garchomp,Sneasler,Victreebel,Pelipper","Incineroar,Scovillain,Garchomp,Aerodactyl"
gen9championsvgc2026regma-2589951868,"Emboar,Talonflame,Lopunny,Sableye,Greninja,Lucario","Maushold,Torterra,Sharpedo,Aerodactyl,Armarouge,Weavile","Greninja,Sableye","Maushold,Aerodactyl"
gen9championsvgc2026regma-2589950513,"Rotom-Wash,Garchomp,Aerodactyl,Tyranitar,Sinistcha,Sneasler","Crabominable,Torkoal,Farigiraf,Kingambit,Meganium,Incineroar","Garchomp,Sneasler,Rotom-Wash,Tyranitar","Incineroar,Meganium,Kingambit,Farigiraf"
gen9championsvgc2026regma-2589950958,"Delphox,Sinistcha,Rotom-Wash,Tyranitar,Excadrill,Basculegion","Glimmora,Kommo-o,Kingambit,Maushold,Ninetales-Alola,Talonflame","Excadrill,Rotom-Wash,Delphox,Tyranitar","Maushold,Glimmora,Ninetales-Alola,Kommo-o"
gen9championsvgc2026regma-2589948488,"Slowking,Incineroar,Crabominable,Hatterene,Tsareena,Camerupt","Charizard,Garchomp,Venusaur,Incineroar,Aerodactyl,Gallade","Incineroar,Crabominable,Slowking,Hatterene","Garchomp,Gallade,Aerodactyl,Charizard"
gen9championsvgc2026regma-2589948673,"Gengar,Incineroar,Tyranitar,Sinistcha,Kommo-o,Kingambit","Incineroar,Talonflame,Dragonite,Sneasler,Basculegion,Gardevoir","Sinistcha,Kingambit,Tyranitar,Kommo-o","Incineroar,Gardevoir,Sneasler,Basculegion"
gen9championsvgc2026regma-2589947883,"Torkoal,Typhlosion-Hisui,Farigiraf,Meganium,Sneasler,Garchomp","Blastoise,Basculegion,Sinistcha,Pelipper,Whimsicott,Araquanid","Meganium,Sneasler,Torkoal,Farigiraf","Sinistcha,Blastoise,Araquanid,Whimsicott"
gen9championsvgc2026regma-2589949921,"Hawlucha,Maushold,Garganacl,Sableye,Politoed,Gengar","Farigiraf,Camerupt,Maushold,Sylveon,Kingambit,Dragonite","Maushold,Hawlucha,Garganacl,Politoed","Camerupt,Kingambit,Sylveon,Farigiraf"
gen9championsvgc2026regma-2589947072,"Kommo-o,Whimsicott,Aggron,Arcanine-Hisui,Feraligatr,Golurk","Aggron,Tyranitar,Primarina,Incineroar,Garchomp,Sinistcha","Aggron,Arcanine-Hisui,Whimsicott,Kommo-o","Incineroar,Aggron,Sinistcha,Tyranitar"
gen9championsvgc2026regma-2589948457,"Garchomp,Sneasler,Froslass,Kingambit,Rotom-Heat,Milotic","Excadrill,Sneasler,Milotic,Incineroar,Dragapult,Hydrapple","Milotic,Froslass,Rotom-Heat,Kingambit","Excadrill,Milotic,Dragapult,Incineroar"
gen9championsvgc2026regma-2589949943,"Hawlucha,Bastiodon,Farigiraf,Sneasler,Gengar,Kingambit","Toxicroak,Ninetales-Alola,Crabominable,Meowscarada,Ceruledge,Mr. Rime","Bastiodon,Hawlucha","Ceruledge,Mr. Rime,Crabominable,Ninetales-Alola"
gen9championsvgc2026regma-2589949286,"Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Emboar,Sinistcha,Dragapult,Gengar,Milotic,Floette-Eternal","Incineroar,Gallade,Aegislash,Whimsicott","Milotic,Dragapult,Gengar,Emboar"
